+------------------------+--------------------------------------------------------------+---------+----------+---------+-----------+-------------------------------------------------+--------+-------------------------------------------+-------------------------------------------------------+
*** WARNING ***
The block and item IDs are dynamic and will be different on each world!
DO NOT use them for anything "proper"!! (other than manual editing/fixing of raw world data or something)
*** ALSO ***
The server doesn't have a list of sub block and sub items
(= items with different damage value or blocks with different metadata).
That is why the block and item list dumps only contain one entry per block/item class (separate ID) when run on a server.
NOTE: The metadata value displayed is from the ItemStacks from getSubBlocks(), it's NOT necessarily the metadata value in world!!
NOTE: For blocks, Subtypes = true is only based on the number of returned ItemStacks from getSubBlocks() being > 1
NOTE: For blocks, Subtypes = ? means that Item.getItemFromBlock(block) returned null or the command was run on the server side
The Exists column indicates whether the block currently exists in the game,
or is just a placeholder dummy air block for a remove block read from the block ID map in the level.dat file
+------------------------+--------------------------------------------------------------+---------+----------+---------+-----------+-------------------------------------------------+--------+-------------------------------------------+-------------------------------------------------------+
| Mod name               | Registry name                                                | BlockID | Subtypes | Item ID | Item meta | Display name                                    | Exists | Ore Dict keys                             | NBT                                                   |
| Botania                | botania:floatingspecialflower                                |     789 |     true |    5291 |         0 | Floating Solegnolia                             | true   |                                           | {type:"solegnolia"}                                   |
| Botania                | botania:floatingspecialflower                                |     789 |     true |    5291 |         0 | Floating Solegnolia Petite                      | true   |                                           | {type:"solegnoliaChibi"}                              |
| Botania                | botania:floatingspecialflower                                |     789 |     true |    5291 |         0 | Floating Spectranthemum                         | true   |                                           | {type:"spectranthemum"}                               |
| Botania                | botania:floatingspecialflower                                |     789 |     true |    5291 |         0 | Floating Spectrolus                             | true   |                                           | {type:"spectrolus"}                                   |
| Botania                | botania:floatingspecialflower                                |     789 |     true |    5291 |         0 | Floating Tangleberrie                           | true   |                                           | {type:"tangleberrie"}                                 |
| Botania                | botania:floatingspecialflower                                |     789 |     true |    5291 |         0 | Floating Thermalily                             | true   |                                           | {type:"thermalily"}                                   |
| Botania                | botania:floatingspecialflower                                |     789 |     true |    5291 |         0 | Floating Tigerseye                              | true   |                                           | {type:"tigerseye"}                                    |
| Botania                | botania:floatingspecialflower                                |     789 |     true |    5291 |         0 | Floating Vinculotus                             | true   |                                           | {type:"vinculotus"}                                   |
| Botania                | botania:flower                                               |     744 |     true |    5248 |         0 | Mystical White Flower                           | true   | mysticFlowerWhite                         |                                                       |
| Botania                | botania:flower                                               |     744 |     true |    5248 |         1 | Mystical Orange Flower                          | true   | mysticFlowerOrange                        |                                                       |
| Botania                | botania:flower                                               |     744 |     true |    5248 |         2 | Mystical Magenta Flower                         | true   | mysticFlowerMagenta                       |                                                       |
| Botania                | botania:flower                                               |     744 |     true |    5248 |         3 | Mystical Light Blue Flower                      | true   | mysticFlowerLightBlue                     |                                                       |
| Botania                | botania:flower                                               |     744 |     true |    5248 |         4 | Mystical Yellow Flower                          | true   | mysticFlowerYellow                        |                                                       |
| Botania                | botania:flower                                               |     744 |     true |    5248 |         5 | Mystical Lime Flower                            | true   | mysticFlowerLime                          |                                                       |
| Botania                | botania:flower                                               |     744 |     true |    5248 |         6 | Mystical Pink Flower                            | true   | mysticFlowerPink                          |                                                       |
| Botania                | botania:flower                                               |     744 |     true |    5248 |         7 | Mystical Gray Flower                            | true   | mysticFlowerGray                          |                                                       |
| Botania                | botania:flower                                               |     744 |     true |    5248 |         8 | Mystical Light Gray Flower                      | true   | mysticFlowerLightGray                     |                                                       |
| Botania                | botania:flower                                               |     744 |     true |    5248 |         9 | Mystical Cyan Flower                            | true   | mysticFlowerCyan                          |                                                       |
| Botania                | botania:flower                                               |     744 |     true |    5248 |        10 | Mystical Purple Flower                          | true   | mysticFlowerPurple                        |                                                       |
| Botania                | botania:flower                                               |     744 |     true |    5248 |        11 | Mystical Blue Flower                            | true   | mysticFlowerBlue                          |                                                       |
| Botania                | botania:flower                                               |     744 |     true |    5248 |        12 | Mystical Brown Flower                           | true   | mysticFlowerBrown                         |                                                       |
| Botania                | botania:flower                                               |     744 |     true |    5248 |        13 | Mystical Green Flower                           | true   | mysticFlowerGreen                         |                                                       |
| Botania                | botania:flower                                               |     744 |     true |    5248 |        14 | Mystical Red Flower                             | true   | mysticFlowerRed                           |                                                       |
| Botania                | botania:flower                                               |     744 |     true |    5248 |        15 | Mystical Black Flower                           | true   | mysticFlowerBlack                         |                                                       |
| Botania                | botania:forestdrum                                           |     764 |     true |    5268 |         0 | Drum of the Wild                                | true   |                                           |                                                       |
| Botania                | botania:forestdrum                                           |     764 |     true |    5268 |         1 | Drum of the Gathering                           | true   |                                           |                                                       |
| Botania                | botania:forestdrum                                           |     764 |     true |    5268 |         2 | Drum of the Canopy                              | true   |                                           |                                                       |
| Botania                | botania:foresteye                                            |     762 |    false |    5266 |         0 | Eye of the Ancients                             | true   |                                           |                                                       |
| Botania                | botania:gaiaheadblock                                        |     819 |    false |         |           | tile.skull.skeleton.name                        | true   |                                           |                                                       |
| Botania                | botania:ghostrail                                            |     806 |    false |    5306 |         0 | Spectral Rail                                   | true   |                                           |                                                       |
| Botania                | botania:hourglass                                            |     805 |    false |    5305 |         0 | Hovering Hourglass                              | true   |                                           |                                                       |
| Botania                | botania:incenseplate                                         |     804 |    false |    5304 |         0 | Incense Plate                                   | true   |                                           |                                                       |
| Botania                | botania:lightlauncher                                        |     812 |    false |    5312 |         0 | Luminizer Launcher                              | true   |                                           |                                                       |
| Botania                | botania:lightrelay                                           |     811 |     true |    5311 |         0 | Luminizer                                       | true   |                                           |                                                       |
| Botania                | botania:lightrelay                                           |     811 |     true |    5311 |         1 | Detector Luminizer                              | true   |                                           |                                                       |
| Botania                | botania:lightrelay                                           |     811 |     true |    5311 |         2 | Fork Luminizer                                  | true   |                                           |                                                       |
| Botania                | botania:lightrelay                                           |     811 |     true |    5311 |         3 | Toggle Luminizer                                | true   |                                           |                                                       |
| Botania                | botania:livingrock                                           |     746 |     true |    5250 |         0 | Livingrock                                      | true   | livingrock                                |                                                       |
| Botania                | botania:livingrock                                           |     746 |     true |    5250 |         1 | Livingrock Brick                                | true   |                                           |                                                       |
| Botania                | botania:livingrock                                           |     746 |     true |    5250 |         2 | Mossy Livingrock Brick                          | true   |                                           |                                                       |
| Botania                | botania:livingrock                                           |     746 |     true |    5250 |         3 | Cracked Livingrock Brick                        | true   |                                           |                                                       |
| Botania                | botania:livingrock                                           |     746 |     true |    5250 |         4 | Chiseled Livingrock Brick                       | true   |                                           |                                                       |
| Botania                | botania:livingrock0slab                                      |     835 |    false |    5483 |         0 | Livingrock Slab                                 | true   |                                           |                                                       |
| Botania                | botania:livingrock0slabfull                                  |     836 |    false |         |           | tile.livingrock0SlabFull.name                   | true   |                                           |                                                       |
| Botania                | botania:livingrock0stairs                                    |     834 |    false |    5482 |         0 | Livingrock Stairs                               | true   |                                           |                                                       |
| Botania                | botania:livingrock0wall                                      |     837 |    false |    5484 |         0 | Livingrock Wall                                 | true   |                                           |                                                       |
| Botania                | botania:livingrock1slab                                      |     839 |    false |    5486 |         0 | Livingrock Brick Slab                           | true   |                                           |                                                       |
| Botania                | botania:livingrock1slabfull                                  |     840 |    false |         |           | tile.livingrock1SlabFull.name                   | true   |                                           |                                                       |
| Botania                | botania:livingrock1stairs                                    |     838 |    false |    5485 |         0 | Livingrock Brick Stairs                         | true   |                                           |                                                       |
| Botania                | botania:livingwood                                           |     747 |     true |    5251 |         0 | Livingwood                                      | true   | livingwood                                |                                                       |
| Botania                | botania:livingwood                                           |     747 |     true |    5251 |         1 | Livingwood Planks                               | true   |                                           |                                                       |
| Botania                | botania:livingwood                                           |     747 |     true |    5251 |         2 | Mossy Livingwood Planks                         | true   |                                           |                                                       |
| Botania                | botania:livingwood                                           |     747 |     true |    5251 |         3 | Framed Livingwood                               | true   |                                           |                                                       |
| Botania                | botania:livingwood                                           |     747 |     true |    5251 |         4 | Pattern Framed Livingwood                       | true   |                                           |                                                       |
| Botania                | botania:livingwood                                           |     747 |     true |    5251 |         5 | Glimmering Livingwood                           | true   |                                           |                                                       |
| Botania                | botania:livingwood0slab                                      |     828 |    false |    5478 |         0 | Livingwood Slab                                 | true   |                                           |                                                       |
| Botania                | botania:livingwood0slabfull                                  |     829 |    false |         |           | tile.livingwood0SlabFull.name                   | true   |                                           |                                                       |
| Botania                | botania:livingwood0stairs                                    |     827 |    false |    5477 |         0 | Livingwood Stairs                               | true   |                                           |                                                       |
| Botania                | botania:livingwood0wall                                      |     830 |    false |    5479 |         0 | Livingwood Wall                                 | true   |                                           |                                                       |
| Botania                | botania:livingwood1slab                                      |     832 |    false |    5481 |         0 | Livingwood Plank Slab                           | true   |                                           |                                                       |
| Botania                | botania:livingwood1slabfull                                  |     833 |    false |         |           | tile.livingwood1SlabFull.name                   | true   |                                           |                                                       |
| Botania                | botania:livingwood1stairs                                    |     831 |    false |    5480 |         0 | Livingwood Plank Stairs                         | true   |                                           |                                                       |
| Botania                | botania:manabomb                                             |     813 |    false |    5313 |         0 | Manastorm Charge                                | true   |                                           |                                                       |
| Botania                | botania:manadetector                                         |     756 |    false |    5260 |         0 | Mana Detector                                   | true   |                                           |                                                       |
| Botania                | botania:manaflame                                            |     790 |    false |         |           | tile.manaFlame.name                             | true   |                                           |                                                       |
| Botania                | botania:managlass                                            |     782 |    false |    5284 |         0 | Managlass                                       | true   |                                           |                                                       |
| Botania                | botania:managlasspane                                        |     976 |    false |    5581 |         0 | Managlass Pane                                  | true   |                                           |                                                       |
| Botania                | botania:manavoid                                             |     755 |    false |    5259 |         0 | Mana Void                                       | true   |                                           |                                                       |
| Botania                | botania:miniisland                                           |     773 |     true |    5275 |         0 | Floating White Flower                           | true   |                                           |                                                       |
| Botania                | botania:miniisland                                           |     773 |     true |    5275 |         1 | Floating Orange Flower                          | true   |                                           |                                                       |
| Botania                | botania:miniisland                                           |     773 |     true |    5275 |         2 | Floating Magenta Flower                         | true   |                                           |                                                       |
| Botania                | botania:miniisland                                           |     773 |     true |    5275 |         3 | Floating Light Blue Flower                      | true   |                                           |                                                       |
| Botania                | botania:miniisland                                           |     773 |     true |    5275 |         4 | Floating Yellow Flower                          | true   |                                           |                                                       |
| Botania                | botania:miniisland                                           |     773 |     true |    5275 |         5 | Floating Lime Flower                            | true   |                                           |                                                       |
| Botania                | botania:miniisland                                           |     773 |     true |    5275 |         6 | Floating Pink Flower                            | true   |                                           |                                                       |
| Botania                | botania:miniisland                                           |     773 |     true |    5275 |         7 | Floating Gray Flower                            | true   |                                           |                                                       |
| Botania                | botania:miniisland                                           |     773 |     true |    5275 |         8 | Floating Light Gray Flower                      | true   |                                           |                                                       |
| Botania                | botania:miniisland                                           |     773 |     true |    5275 |         9 | Floating Cyan Flower                            | true   |                                           |                                                       |
| Botania                | botania:miniisland                                           |     773 |     true |    5275 |        10 | Floating Purple Flower                          | true   |                                           |                                                       |
| Botania                | botania:miniisland                                           |     773 |     true |    5275 |        11 | Floating Blue Flower                            | true   |                                           |                                                       |
| Botania                | botania:miniisland                                           |     773 |     true |    5275 |        12 | Floating Brown Flower                           | true   |                                           |                                                       |
| Botania                | botania:miniisland                                           |     773 |     true |    5275 |        13 | Floating Green Flower                           | true   |                                           |                                                       |
| Botania                | botania:miniisland                                           |     773 |     true |    5275 |        14 | Floating Red Flower                             | true   |                                           |                                                       |
| Botania                | botania:miniisland                                           |     773 |     true |    5275 |        15 | Floating Black Flower                           | true   |                                           |                                                       |
| Botania                | botania:mushroom                                             |     796 |     true |    5297 |         0 | White Shimmering Mushroom                       | true   | petalWhite                                |                                                       |
| Botania                | botania:mushroom                                             |     796 |     true |    5297 |         1 | Orange Shimmering Mushroom                      | true   | petalOrange                               |                                                       |
| Botania                | botania:mushroom                                             |     796 |     true |    5297 |         2 | Magenta Shimmering Mushroom                     | true   | petalMagenta                              |                                                       |
| Botania                | botania:mushroom                                             |     796 |     true |    5297 |         3 | Light Blue Shimmering Mushroom                  | true   | petalLightBlue                            |                                                       |
| Botania                | botania:mushroom                                             |     796 |     true |    5297 |         4 | Yellow Shimmering Mushroom                      | true   | petalYellow                               |                                                       |
| Botania                | botania:mushroom                                             |     796 |     true |    5297 |         5 | Lime Shimmering Mushroom                        | true   | petalLime                                 |                                                       |
| Botania                | botania:mushroom                                             |     796 |     true |    5297 |         6 | Pink Shimmering Mushroom                        | true   | petalPink                                 |                                                       |
| Botania                | botania:mushroom                                             |     796 |     true |    5297 |         7 | Gray Shimmering Mushroom                        | true   | petalGray                                 |                                                       |
| Botania                | botania:mushroom                                             |     796 |     true |    5297 |         8 | Light Gray Shimmering Mushroom                  | true   | petalLightGray                            |                                                       |
| Botania                | botania:mushroom                                             |     796 |     true |    5297 |         9 | Cyan Shimmering Mushroom                        | true   | petalCyan                                 |                                                       |
| Botania                | botania:mushroom                                             |     796 |     true |    5297 |        10 | Purple Shimmering Mushroom                      | true   | petalPurple                               |                                                       |
| Botania                | botania:mushroom                                             |     796 |     true |    5297 |        11 | Blue Shimmering Mushroom                        | true   | petalBlue                                 |                                                       |
| Botania                | botania:mushroom                                             |     796 |     true |    5297 |        12 | Brown Shimmering Mushroom                       | true   | petalBrown                                |                                                       |
| Botania                | botania:mushroom                                             |     796 |     true |    5297 |        13 | Green Shimmering Mushroom                       | true   | petalGreen                                |                                                       |
| Botania                | botania:mushroom                                             |     796 |     true |    5297 |        14 | Red Shimmering Mushroom                         | true   | petalRed                                  |                                                       |
| Botania                | botania:mushroom                                             |     796 |     true |    5297 |        15 | Black Shimmering Mushroom                       | true   | petalBlack                                |                                                       |
| Botania                | botania:opencrate                                            |     761 |     true |    5265 |         0 | Open Crate                                      | true   |                                           |                                                       |
| Botania                | botania:opencrate                                            |     761 |     true |    5265 |         1 | Crafty Crate                                    | true   |                                           |                                                       |
| Botania                | botania:pavement                                             |     878 |     true |    5515 |         0 | White Portuguese Pavement                       | true   |                                           |                                                       |
| Botania                | botania:pavement                                             |     878 |     true |    5515 |         1 | Black Portuguese Pavement                       | true   |                                           |                                                       |
| Botania                | botania:pavement                                             |     878 |     true |    5515 |         2 | Blue Portuguese Pavement                        | true   |                                           |                                                       |
| Botania                | botania:pavement                                             |     878 |     true |    5515 |         3 | Red Portuguese Pavement                         | true   |                                           |                                                       |
| Botania                | botania:pavement                                             |     878 |     true |    5515 |         4 | Yellow Portuguese Pavement                      | true   |                                           |                                                       |
| Botania                | botania:pavement                                             |     878 |     true |    5515 |         5 | Green Portuguese Pavement                       | true   |                                           |                                                       |
| Botania                | botania:pavement0slab                                        |     953 |    false |    5566 |         0 | White Portuguese Pavement Slab                  | true   |                                           |                                                       |
| Botania                | botania:pavement0slabfull                                    |     954 |    false |         |           | tile.pavement0SlabFull.name                     | true   |                                           |                                                       |
| Botania                | botania:pavement0stairs                                      |     952 |    false |    5565 |         0 | White Portuguese Pavement Stairs                | true   |                                           |                                                       |
| Botania                | botania:pavement1slab                                        |     956 |    false |    5568 |         0 | Black Portuguese Pavement Slab                  | true   |                                           |                                                       |
| Botania                | botania:pavement1slabfull                                    |     957 |    false |         |           | tile.pavement1SlabFull.name                     | true   |                                           |                                                       |
| Botania                | botania:pavement1stairs                                      |     955 |    false |    5567 |         0 | Black Portuguese Pavement Stairs                | true   |                                           |                                                       |
| Botania                | botania:pavement2slab                                        |     959 |    false |    5570 |         0 | Blue Portuguese Pavement Slab                   | true   |                                           |                                                       |
| Botania                | botania:pavement2slabfull                                    |     960 |    false |         |           | tile.pavement2SlabFull.name                     | true   |                                           |                                                       |
| Botania                | botania:pavement2stairs                                      |     958 |    false |    5569 |         0 | Blue Portuguese Pavement Stairs                 | true   |                                           |                                                       |
| Botania                | botania:pavement3slab                                        |     962 |    false |    5572 |         0 | Red Portuguese Pavement Slab                    | true   |                                           |                                                       |
| Botania                | botania:pavement3slabfull                                    |     963 |    false |         |           | tile.pavement3SlabFull.name                     | true   |                                           |                                                       |
| Botania                | botania:pavement3stairs                                      |     961 |    false |    5571 |         0 | Red Portuguese Pavement Stairs                  | true   |                                           |                                                       |
| Botania                | botania:pavement4slab                                        |     965 |    false |    5574 |         0 | Yellow Portuguese Pavement Slab                 | true   |                                           |                                                       |
| Botania                | botania:pavement4slabfull                                    |     966 |    false |         |           | tile.pavement4SlabFull.name                     | true   |                                           |                                                       |
| Botania                | botania:pavement4stairs                                      |     964 |    false |    5573 |         0 | Yellow Portuguese Pavement Stairs               | true   |                                           |                                                       |
| Botania                | botania:pavement5slab                                        |     968 |    false |    5576 |         0 | Green Portuguese Pavement Slab                  | true   |                                           |                                                       |
| Botania                | botania:pavement5slabfull                                    |     969 |    false |         |           | tile.pavement5SlabFull.name                     | true   |                                           |                                                       |
| Botania                | botania:pavement5stairs                                      |     967 |    false |    5575 |         0 | Green Portuguese Pavement Stairs                | true   |                                           |                                                       |
| Botania                | botania:petalblock                                           |     793 |     true |    5294 |         0 | White Petal Block                               | true   |                                           |                                                       |
| Botania                | botania:petalblock                                           |     793 |     true |    5294 |         1 | Orange Petal Block                              | true   |                                           |                                                       |
| Botania                | botania:petalblock                                           |     793 |     true |    5294 |         2 | Magenta Petal Block                             | true   |                                           |                                                       |
| Botania                | botania:petalblock                                           |     793 |     true |    5294 |         3 | Light Blue Petal Block                          | true   |                                           |                                                       |
| Botania                | botania:petalblock                                           |     793 |     true |    5294 |         4 | Yellow Petal Block                              | true   |                                           |                                                       |
| Botania                | botania:petalblock                                           |     793 |     true |    5294 |         5 | Lime Petal Block                                | true   |                                           |                                                       |
| Botania                | botania:petalblock                                           |     793 |     true |    5294 |         6 | Pink Petal Block                                | true   |                                           |                                                       |
| Botania                | botania:petalblock                                           |     793 |     true |    5294 |         7 | Gray Petal Block                                | true   |                                           |                                                       |
| Botania                | botania:petalblock                                           |     793 |     true |    5294 |         8 | Light Gray Petal Block                          | true   |                                           |                                                       |
| Botania                | botania:petalblock                                           |     793 |     true |    5294 |         9 | Cyan Petal Block                                | true   |                                           |                                                       |
| Botania                | botania:petalblock                                           |     793 |     true |    5294 |        10 | Purple Petal Block                              | true   |                                           |                                                       |
| Botania                | botania:petalblock                                           |     793 |     true |    5294 |        11 | Blue Petal Block                                | true   |                                           |                                                       |
| Botania                | botania:petalblock                                           |     793 |     true |    5294 |        12 | Brown Petal Block                               | true   |                                           |                                                       |
| Botania                | botania:petalblock                                           |     793 |     true |    5294 |        13 | Green Petal Block                               | true   |                                           |                                                       |
| Botania                | botania:petalblock                                           |     793 |     true |    5294 |        14 | Red Petal Block                                 | true   |                                           |                                                       |
| Botania                | botania:petalblock                                           |     793 |     true |    5294 |        15 | Black Petal Block                               | true   |                                           |                                                       |
| Botania                | botania:pistonrelay                                          |     753 |    false |    5257 |         0 | Force Relay                                     | true   |                                           |                                                       |
| Botania                | botania:platform                                             |     766 |     true |    5270 |         0 | Abstruse Platform                               | true   |                                           |                                                       |
| Botania                | botania:platform                                             |     766 |     true |    5270 |         1 | Spectral Platform                               | true   |                                           |                                                       |
| Botania                | botania:platform                                             |     766 |     true |    5270 |         2 | Infrangible Platform                            | true   |                                           |                                                       |
| Botania                | botania:pool                                                 |     750 |     true |    5254 |         0 | Mana Pool                                       | true   |                                           |                                                       |
| Botania                | botania:pool                                                 |     750 |     true |    5254 |         1 | The Everlasting Guilty Pool                     | true   |                                           |                                                       |
| Botania                | botania:pool                                                 |     750 |     true |    5254 |         2 | Diluted Mana Pool                               | true   |                                           |                                                       |
| Botania                | botania:pool                                                 |     750 |     true |    5254 |         3 | Fabulous Mana Pool                              | true   |                                           |                                                       |
| Botania                | botania:prism                                                |     791 |    false |    5292 |         0 | Mana Prism                                      | true   |                                           |                                                       |
| Botania                | botania:pump                                                 |     797 |    false |    5298 |         0 | Mana Pump                                       | true   |                                           |                                                       |
| Botania                | botania:pylon                                                |     752 |     true |    5256 |         0 | Mana Pylon                                      | true   |                                           |                                                       |
| Botania                | botania:pylon                                                |     752 |     true |    5256 |         1 | Natura Pylon                                    | true   |                                           |                                                       |
| Botania                | botania:pylon                                                |     752 |     true |    5256 |         2 | Gaia Pylon                                      | true   |                                           |                                                       |
