+------------------------+--------------------------------------------------------------+----------+-------------+
| NOTE: The Hardness and Resistance values are the raw base values in the fields                                 |
| of the Block class in question. The actual final values may be different                                       |
| for different states of the block, or they may depend on a TileEntity etc.                                     |
+------------------------+--------------------------------------------------------------+----------+-------------+
| Mod name               | Registry name                                                | Hardness |  Resistance |
| Chisel                 | chisel:futura                                                |     1.00 |        5.00 |
| Chisel                 | chisel:glass                                                 |     0.30 |        5.00 |
| Chisel                 | chisel:glassdyedblack                                        |     0.30 |        5.00 |
| Chisel                 | chisel:glassdyedblue                                         |     0.30 |        5.00 |
| Chisel                 | chisel:glassdyedbrown                                        |     0.30 |        5.00 |
| Chisel                 | chisel:glassdyedcyan                                         |     0.30 |        5.00 |
| Chisel                 | chisel:glassdyedgray                                         |     0.30 |        5.00 |
| Chisel                 | chisel:glassdyedgreen                                        |     0.30 |        5.00 |
| Chisel                 | chisel:glassdyedlightblue                                    |     0.30 |        5.00 |
| Chisel                 | chisel:glassdyedlightgray                                    |     0.30 |        5.00 |
| Chisel                 | chisel:glassdyedlime                                         |     0.30 |        5.00 |
| Chisel                 | chisel:glassdyedmagenta                                      |     0.30 |        5.00 |
| Chisel                 | chisel:glassdyedorange                                       |     0.30 |        5.00 |
| Chisel                 | chisel:glassdyedpink                                         |     0.30 |        5.00 |
| Chisel                 | chisel:glassdyedpurple                                       |     0.30 |        5.00 |
| Chisel                 | chisel:glassdyedred                                          |     0.30 |        5.00 |
| Chisel                 | chisel:glassdyedwhite                                        |     0.30 |        5.00 |
| Chisel                 | chisel:glassdyedyellow                                       |     0.30 |        5.00 |
| Chisel                 | chisel:glowstone                                             |     0.30 |        4.50 |
| Chisel                 | chisel:glowstone1                                            |     0.30 |        4.50 |
| Chisel                 | chisel:glowstone2                                            |     0.30 |        4.50 |
| Chisel                 | chisel:gold                                                  |     3.00 |       15.00 |
| Chisel                 | chisel:granite                                               |     1.50 |       90.00 |
| Chisel                 | chisel:granite1                                              |     1.50 |       90.00 |
| Chisel                 | chisel:granite2                                              |     1.50 |       90.00 |
| Chisel                 | chisel:hardenedclay                                          |     1.25 |       21.00 |
| Chisel                 | chisel:hardenedclay1                                         |     1.25 |       21.00 |
| Chisel                 | chisel:hardenedclay2                                         |     1.25 |       21.00 |
| Chisel                 | chisel:ice                                                   |     0.50 |        5.00 |
| Chisel                 | chisel:ice1                                                  |     0.50 |        5.00 |
| Chisel                 | chisel:ice2                                                  |     0.50 |        5.00 |
| Chisel                 | chisel:icepillar                                             |     0.50 |        5.00 |
| Chisel                 | chisel:iron                                                  |     5.00 |       25.00 |
| Chisel                 | chisel:ironpane                                              |     5.00 |       25.00 |
| Chisel                 | chisel:laboratory                                            |     1.00 |        5.00 |
| Chisel                 | chisel:lapis                                                 |     3.00 |       15.00 |
| Chisel                 | chisel:lavastone                                             |     4.00 |      150.00 |
| Chisel                 | chisel:lavastone1                                            |     4.00 |      150.00 |
| Chisel                 | chisel:lavastone2                                            |     4.00 |      150.00 |
| Chisel                 | chisel:limestone                                             |     1.50 |       30.00 |
| Chisel                 | chisel:limestone1                                            |     1.50 |       30.00 |
| Chisel                 | chisel:limestone2                                            |     1.50 |       30.00 |
| Chisel                 | chisel:marble                                                |     1.50 |       30.00 |
| Chisel                 | chisel:marble1                                               |     1.50 |       30.00 |
| Chisel                 | chisel:marble2                                               |     1.50 |       30.00 |
| Chisel                 | chisel:marblepillar                                          |     1.50 |       30.00 |
| Chisel                 | chisel:netherbrick                                           |     2.00 |       30.00 |
| Chisel                 | chisel:netherrack                                            |     0.40 |        5.00 |
| Chisel                 | chisel:obsidian                                              |    50.00 |     6000.00 |
| Chisel                 | chisel:paper                                                 |     1.50 |        7.50 |
| Chisel                 | chisel:planks-acacia                                         |     2.00 |       15.00 |
| Chisel                 | chisel:planks-birch                                          |     2.00 |       15.00 |
| Chisel                 | chisel:planks-dark-oak                                       |     2.00 |       15.00 |
| Chisel                 | chisel:planks-jungle                                         |     2.00 |       15.00 |
| Chisel                 | chisel:planks-oak                                            |     2.00 |       15.00 |
| Chisel                 | chisel:planks-spruce                                         |     2.00 |       15.00 |
| Chisel                 | chisel:prismarine                                            |     1.50 |       30.00 |
| Chisel                 | chisel:prismarine1                                           |     1.50 |       30.00 |
| Chisel                 | chisel:prismarine2                                           |     1.50 |       30.00 |
| Chisel                 | chisel:purpur                                                |     1.50 |       30.00 |
| Chisel                 | chisel:purpur1                                               |     1.50 |       30.00 |
| Chisel                 | chisel:purpur2                                               |     1.50 |       30.00 |
| Chisel                 | chisel:quartz                                                |     0.80 |       12.00 |
| Chisel                 | chisel:quartz1                                               |     0.80 |       12.00 |
| Chisel                 | chisel:redstone                                              |     5.00 |       30.00 |
| Chisel                 | chisel:redstone1                                             |     5.00 |       30.00 |
| Chisel                 | chisel:sandstone-scribbles                                   |     0.80 |        5.00 |
| Chisel                 | chisel:sandstonered                                          |     0.80 |        5.00 |
| Chisel                 | chisel:sandstonered1                                         |     0.80 |        5.00 |
| Chisel                 | chisel:sandstonered2                                         |     0.80 |        5.00 |
| Chisel                 | chisel:sandstoneyellow                                       |     0.80 |        5.00 |
| Chisel                 | chisel:sandstoneyellow1                                      |     0.80 |        5.00 |
| Chisel                 | chisel:sandstoneyellow2                                      |     0.80 |        5.00 |
| Chisel                 | chisel:stonebrick                                            |     1.50 |       30.00 |
| Chisel                 | chisel:stonebrick1                                           |     1.50 |       30.00 |
| Chisel                 | chisel:stonebrick2                                           |     1.50 |       30.00 |
| Chisel                 | chisel:technical                                             |     1.00 |        5.00 |
| Chisel                 | chisel:technical1                                            |     1.00 |        5.00 |
| Chisel                 | chisel:technicalnew                                          |     1.00 |        5.00 |
| Chisel                 | chisel:temple                                                |     1.50 |       30.00 |
| Chisel                 | chisel:templemossy                                           |     1.50 |       30.00 |
| Chisel                 | chisel:tyrian                                                |     1.00 |        5.00 |
| Chisel                 | chisel:valentines                                            |     1.50 |       60.00 |
| Chisel                 | chisel:voidstone                                             |     1.00 |        5.00 |
| Chisel                 | chisel:voidstonerunic                                        |     1.00 |        5.00 |
| Chisel                 | chisel:waterstone                                            |     4.00 |      150.00 |
| Chisel                 | chisel:waterstone1                                           |     4.00 |      150.00 |
| Chisel                 | chisel:waterstone2                                           |     4.00 |      150.00 |
| Chisel                 | chisel:wool_black                                            |     0.80 |        5.00 |
| Chisel                 | chisel:wool_blue                                             |     0.80 |        5.00 |
| Chisel                 | chisel:wool_brown                                            |     0.80 |        5.00 |
| Chisel                 | chisel:wool_cyan                                             |     0.80 |        5.00 |
| Chisel                 | chisel:wool_gray                                             |     0.80 |        5.00 |
| Chisel                 | chisel:wool_green                                            |     0.80 |        5.00 |
| Chisel                 | chisel:wool_lightblue                                        |     0.80 |        5.00 |
| Chisel                 | chisel:wool_lightgray                                        |     0.80 |        5.00 |
| Chisel                 | chisel:wool_lime                                             |     0.80 |        5.00 |
| Chisel                 | chisel:wool_magenta                                          |     0.80 |        5.00 |
| Chisel                 | chisel:wool_orange                                           |     0.80 |        5.00 |
| Chisel                 | chisel:wool_pink                                             |     0.80 |        5.00 |
| Chisel                 | chisel:wool_purple                                           |     0.80 |        5.00 |
| Chisel                 | chisel:wool_red                                              |     0.80 |        5.00 |
| Chisel                 | chisel:wool_white                                            |     0.80 |        5.00 |
| Chisel                 | chisel:wool_yellow                                           |     0.80 |        5.00 |
| Chisels & Bits         | chiselsandbits:bittank                                       |     1.00 |        5.00 |
| Chisels & Bits         | chiselsandbits:chiseled_clay                                 |     1.00 |        5.00 |
| Chisels & Bits         | chiselsandbits:chiseled_cloth                                |     1.00 |        5.00 |
| Chisels & Bits         | chiselsandbits:chiseled_fluid                                |     1.00 |        5.00 |
| Chisels & Bits         | chiselsandbits:chiseled_glass                                |     1.00 |        5.00 |
| Chisels & Bits         | chiselsandbits:chiseled_grass                                |     1.00 |        5.00 |
| Chisels & Bits         | chiselsandbits:chiseled_ground                               |     1.00 |        5.00 |
| Chisels & Bits         | chiselsandbits:chiseled_ice                                  |     1.00 |        5.00 |
| Chisels & Bits         | chiselsandbits:chiseled_iron                                 |     1.00 |        5.00 |
| Chisels & Bits         | chiselsandbits:chiseled_leaves                               |     1.00 |        5.00 |
| Chisels & Bits         | chiselsandbits:chiseled_packedice                            |     1.00 |        5.00 |
| Chisels & Bits         | chiselsandbits:chiseled_rock                                 |     1.00 |        5.00 |
| Chisels & Bits         | chiselsandbits:chiseled_sand                                 |     1.00 |        5.00 |
| Chisels & Bits         | chiselsandbits:chiseled_snow                                 |     1.00 |        5.00 |
| Chisels & Bits         | chiselsandbits:chiseled_wood                                 |     1.00 |        5.00 |
| Cooking for Blockheads | cookingforblockheads:cabinet                                 |     5.00 |       30.00 |
| Cooking for Blockheads | cookingforblockheads:cooking_table                           |     2.50 |       12.50 |
| Cooking for Blockheads | cookingforblockheads:corner                                  |     5.00 |       30.00 |
| Cooking for Blockheads | cookingforblockheads:counter                                 |     5.00 |       30.00 |
| Cooking for Blockheads | cookingforblockheads:cow_jar                                 |     0.60 |        3.00 |
| Cooking for Blockheads | cookingforblockheads:cutting_board                           |     2.50 |       12.50 |
| Cooking for Blockheads | cookingforblockheads:fridge                                  |     5.00 |       30.00 |
| Cooking for Blockheads | cookingforblockheads:fruit_basket                            |     2.50 |       12.50 |
| Cooking for Blockheads | cookingforblockheads:kitchen_floor                           |     5.00 |       30.00 |
| Cooking for Blockheads | cookingforblockheads:milk_jar                                |     0.60 |        3.00 |
| Cooking for Blockheads | cookingforblockheads:oven                                    |     5.00 |       30.00 |
| Cooking for Blockheads | cookingforblockheads:sink                                    |     5.00 |       30.00 |
| Cooking for Blockheads | cookingforblockheads:spice_rack                              |     2.50 |       12.50 |
| Cooking for Blockheads | cookingforblockheads:toaster                                 |     2.50 |       12.50 |
| Cooking for Blockheads | cookingforblockheads:tool_rack                               |     2.50 |       12.50 |
| Extra Utilities 2      | extrautils2:analogcrafter                                    |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:angelblock                                       |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:chunkloader                                      |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:compressedcobblestone                            |     2.00 |       30.00 |
| Extra Utilities 2      | extrautils2:compresseddirt                                   |     2.00 |       30.00 |
| Extra Utilities 2      | extrautils2:compressedgravel                                 |     2.00 |       30.00 |
| Extra Utilities 2      | extrautils2:compressednetherrack                             |     2.00 |       30.00 |
| Extra Utilities 2      | extrautils2:compressedsand                                   |     2.00 |       30.00 |
| Extra Utilities 2      | extrautils2:crafter                                          |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:creativechest                                    |    -1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:creativeenergy                                   |    -1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:creativeharvest                                  |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:cursedearth                                      |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:decorativebedrock                                |    -1.00 | 18000000.00 |
| Extra Utilities 2      | extrautils2:decorativeglass                                  |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:decorativesolid                                  |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:decorativesolidwood                              |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:drum                                             |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:enderlilly                                       |     0.00 |        5.00 |
| Extra Utilities 2      | extrautils2:indexer                                          |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:ineffableglass                                   |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:interactionproxy                                 |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:ironwood_leaves                                  |     0.20 |        5.00 |
| Extra Utilities 2      | extrautils2:ironwood_log                                     |     0.50 |       10.00 |
| Extra Utilities 2      | extrautils2:ironwood_planks                                  |     2.00 |       15.00 |
| Extra Utilities 2      | extrautils2:ironwood_sapling                                 |     0.00 |        5.00 |
| Extra Utilities 2      | extrautils2:klein                                            |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:largishchest                                     |     2.50 |       12.50 |
| Extra Utilities 2      | extrautils2:machine                                          |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:miner                                            |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:minichest                                        |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:moonstone                                        |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:opinium                                          |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:passivegenerator                                 |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:pipe                                             |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:pipe_1                                           |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:pipe_2                                           |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:pipe_3                                           |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:playerchest                                      |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:powerbattery                                     |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:poweroverload                                    |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:powertransmitter                                 |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:quarry                                           |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:quarryproxy                                      |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:rainbowgenerator                                 |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:redorchid                                        |     0.00 |        5.00 |
| Extra Utilities 2      | extrautils2:redstoneclock                                    |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:redstonelantern                                  |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:resonator                                        |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:scanner                                          |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:screen                                           |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:simpledecorative                                 |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:soundmuffler                                     |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:spike_creative                                   |    -1.00 | 18000000.00 |
| Extra Utilities 2      | extrautils2:spike_diamond                                    |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:spike_gold                                       |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:spike_iron                                       |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:spike_stone                                      |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:spike_wood                                       |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:spotlight                                        |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:supermobspawner                                  |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:teleporter                                       |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:terraformer                                      |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:transferholder                                   |     1.00 |        5.00 |
| Extra Utilities 2      | extrautils2:trashcan                                         |     3.50 |       17.50 |
| Extra Utilities 2      | extrautils2:trashcanenergy                                   |     3.50 |       17.50 |
| Extra Utilities 2      | extrautils2:trashcanfluid                                    |     3.50 |       17.50 |
| Extra Utilities 2      | extrautils2:trashchest                                       |     3.50 |       17.50 |
| Extra Utilities 2      | extrautils2:user                                             |     1.00 |        5.00 |
| Gravestone Mod         | gravestone:gravestone                                        |     0.30 |    Infinity |
| Immersive Engineering  | immersiveengineering:aluminum_scaffolding_stairs0            |     3.00 |       45.00 |
| Immersive Engineering  | immersiveengineering:aluminum_scaffolding_stairs1            |     3.00 |       45.00 |
| Immersive Engineering  | immersiveengineering:aluminum_scaffolding_stairs2            |     3.00 |       45.00 |
| Immersive Engineering  | immersiveengineering:cloth_device                            |     0.80 |        4.00 |
| Immersive Engineering  | immersiveengineering:connector                               |     3.00 |       45.00 |
| Immersive Engineering  | immersiveengineering:conveyor                                |     3.00 |       45.00 |
| Immersive Engineering  | immersiveengineering:fake_light                              |     0.00 |        0.00 |
| Immersive Engineering  | immersiveengineering:fluidbiodiesel                          |     0.00 |        0.00 |
| Immersive Engineering  | immersiveengineering:fluidconcrete                           |     0.00 |        0.00 |
| Immersive Engineering  | immersiveengineering:fluidcreosote                           |     0.00 |        0.00 |
| Immersive Engineering  | immersiveengineering:fluidethanol                            |     0.00 |        0.00 |
| Immersive Engineering  | immersiveengineering:fluidplantoil                           |     0.00 |        0.00 |
| Immersive Engineering  | immersiveengineering:hemp                                    |     0.00 |        0.00 |
| Immersive Engineering  | immersiveengineering:metal_decoration0                       |     3.00 |       45.00 |
| Immersive Engineering  | immersiveengineering:metal_decoration1                       |     3.00 |       45.00 |
| Immersive Engineering  | immersiveengineering:metal_decoration1_slab                  |     3.00 |       45.00 |
| Immersive Engineering  | immersiveengineering:metal_decoration2                       |     3.00 |       45.00 |
| Immersive Engineering  | immersiveengineering:metal_device0                           |     3.00 |       45.00 |
| Immersive Engineering  | immersiveengineering:metal_device1                           |     3.00 |       45.00 |
| Immersive Engineering  | immersiveengineering:metal_ladder                            |     3.00 |       45.00 |
| Immersive Engineering  | immersiveengineering:metal_multiblock                        |     3.00 |       45.00 |
| Immersive Engineering  | immersiveengineering:ore                                     |     3.00 |       15.00 |
| Immersive Engineering  | immersiveengineering:sheetmetal                              |     3.00 |       30.00 |
| Immersive Engineering  | immersiveengineering:sheetmetal_slab                         |     3.00 |       30.00 |
| Immersive Engineering  | immersiveengineering:steel_scaffolding_stairs0               |     3.00 |       45.00 |
| Immersive Engineering  | immersiveengineering:steel_scaffolding_stairs1               |     3.00 |       45.00 |
| Immersive Engineering  | immersiveengineering:steel_scaffolding_stairs2               |     3.00 |       45.00 |
| Immersive Engineering  | immersiveengineering:stone_decoration                        |     2.00 |       30.00 |
| Immersive Engineering  | immersiveengineering:stone_decoration_slab                   |     2.00 |       30.00 |
| Immersive Engineering  | immersiveengineering:stone_decoration_stairs_concrete        |     2.00 |       30.00 |
| Immersive Engineering  | immersiveengineering:stone_decoration_stairs_concrete_leaded |     2.00 |       30.00 |
| Immersive Engineering  | immersiveengineering:stone_decoration_stairs_concrete_tile   |     2.00 |       30.00 |
| Immersive Engineering  | immersiveengineering:stone_decoration_stairs_hempcrete       |     2.00 |       30.00 |
| Immersive Engineering  | immersiveengineering:stone_device                            |     2.00 |       60.00 |
| Immersive Engineering  | immersiveengineering:storage                                 |     5.00 |       30.00 |
| Immersive Engineering  | immersiveengineering:storage_slab                            |     5.00 |       30.00 |
| Immersive Engineering  | immersiveengineering:treated_wood                            |     2.00 |       15.00 |
| Immersive Engineering  | immersiveengineering:treated_wood_slab                       |     2.00 |       15.00 |
| Immersive Engineering  | immersiveengineering:treated_wood_stairs0                    |     2.00 |       15.00 |
| Immersive Engineering  | immersiveengineering:treated_wood_stairs1                    |     2.00 |       15.00 |
| Immersive Engineering  | immersiveengineering:treated_wood_stairs2                    |     2.00 |       15.00 |
| Immersive Engineering  | immersiveengineering:wooden_decoration                       |     2.00 |       15.00 |
| Immersive Engineering  | immersiveengineering:wooden_device0                          |     2.00 |       15.00 |
| Immersive Engineering  | immersiveengineering:wooden_device1                          |     2.00 |       15.00 |
| Immersive Petroleum    | immersivepetroleum:dummy                                     |     0.00 |        0.00 |
| Immersive Petroleum    | immersivepetroleum:fluid_crude_oil                           |     0.00 |        0.00 |
| Immersive Petroleum    | immersivepetroleum:fluid_diesel                              |     0.00 |        0.00 |
| Immersive Petroleum    | immersivepetroleum:fluid_gasoline                            |     0.00 |        0.00 |
| Immersive Petroleum    | immersivepetroleum:fluid_lubricant                           |     0.00 |        0.00 |
| Immersive Petroleum    | immersivepetroleum:fluid_napalm                              |     0.00 |        0.00 |
| Immersive Petroleum    | immersivepetroleum:metal_device                              |     3.00 |       45.00 |
| Immersive Petroleum    | immersivepetroleum:metal_multiblock                          |     3.00 |       45.00 |
| Immersive Petroleum    | immersivepetroleum:stone_decoration                          |     2.00 |       30.00 |
| Minecraft              | minecraft:acacia_door                                        |     3.00 |       15.00 |
| Minecraft              | minecraft:acacia_fence                                       |     2.00 |       15.00 |
| Minecraft              | minecraft:acacia_fence_gate                                  |     2.00 |       15.00 |
| Minecraft              | minecraft:acacia_stairs                                      |     2.00 |       15.00 |
| Minecraft              | minecraft:activator_rail                                     |     0.70 |        3.50 |
| Minecraft              | minecraft:air                                                |     0.00 |        0.00 |
| Minecraft              | minecraft:anvil                                              |     5.00 |     6000.00 |
| Minecraft              | minecraft:barrier                                            |    -1.00 | 18000004.00 |
| Minecraft              | minecraft:beacon                                             |     3.00 |       15.00 |
| Minecraft              | minecraft:bed                                                |     0.20 |        1.00 |
| Minecraft              | minecraft:bedrock                                            |    -1.00 | 18000000.00 |
| Minecraft              | minecraft:beetroots                                          |     0.00 |        0.00 |
| Minecraft              | minecraft:birch_door                                         |     3.00 |       15.00 |
| Minecraft              | minecraft:birch_fence                                        |     2.00 |       15.00 |
| Minecraft              | minecraft:birch_fence_gate                                   |     2.00 |       15.00 |
| Minecraft              | minecraft:birch_stairs                                       |     2.00 |       15.00 |
| Minecraft              | minecraft:black_glazed_terracotta                            |     1.40 |        7.00 |
| Minecraft              | minecraft:black_shulker_box                                  |     2.00 |       10.00 |
| Minecraft              | minecraft:blue_glazed_terracotta                             |     1.40 |        7.00 |
| Minecraft              | minecraft:blue_shulker_box                                   |     2.00 |       10.00 |
| Minecraft              | minecraft:bone_block                                         |     2.00 |       10.00 |
| Minecraft              | minecraft:bookshelf                                          |     1.50 |        7.50 |
| Minecraft              | minecraft:brewing_stand                                      |     0.50 |        2.50 |
| Minecraft              | minecraft:brick_block                                        |     2.00 |       30.00 |
| Minecraft              | minecraft:brick_stairs                                       |     2.00 |       30.00 |
| Minecraft              | minecraft:brown_glazed_terracotta                            |     1.40 |        7.00 |
| Minecraft              | minecraft:brown_mushroom                                     |     0.00 |        0.00 |
| Minecraft              | minecraft:brown_mushroom_block                               |     0.20 |        1.00 |
| Minecraft              | minecraft:brown_shulker_box                                  |     2.00 |       10.00 |
| Minecraft              | minecraft:cactus                                             |     0.40 |        2.00 |
| Minecraft              | minecraft:cake                                               |     0.50 |        2.50 |
| Minecraft              | minecraft:carpet                                             |     0.10 |        0.50 |
| Minecraft              | minecraft:carrots                                            |     0.00 |        0.00 |
| Minecraft              | minecraft:cauldron                                           |     2.00 |       10.00 |
| Minecraft              | minecraft:chain_command_block                                |    -1.00 | 18000000.00 |
| Minecraft              | minecraft:chest                                              |     2.50 |       12.50 |
| Minecraft              | minecraft:chorus_flower                                      |     0.40 |        2.00 |
| Minecraft              | minecraft:chorus_plant                                       |     0.40 |        2.00 |
| Minecraft              | minecraft:clay                                               |     0.60 |        3.00 |
| Minecraft              | minecraft:coal_block                                         |     5.00 |       30.00 |
| Minecraft              | minecraft:coal_ore                                           |     3.00 |       15.00 |
| Minecraft              | minecraft:cobblestone                                        |     2.00 |       30.00 |
| Minecraft              | minecraft:cobblestone_wall                                   |     2.00 |       30.00 |
| Minecraft              | minecraft:cocoa                                              |     0.20 |       15.00 |
| Minecraft              | minecraft:command_block                                      |    -1.00 | 18000000.00 |
| Minecraft              | minecraft:concrete                                           |     1.80 |        9.00 |
| Minecraft              | minecraft:concrete_powder                                    |     0.50 |        2.50 |
| Minecraft              | minecraft:crafting_table                                     |     2.50 |       12.50 |
| Minecraft              | minecraft:cyan_glazed_terracotta                             |     1.40 |        7.00 |
| Minecraft              | minecraft:cyan_shulker_box                                   |     2.00 |       10.00 |
| Minecraft              | minecraft:dark_oak_door                                      |     3.00 |       15.00 |
| Minecraft              | minecraft:dark_oak_fence                                     |     2.00 |       15.00 |
| Minecraft              | minecraft:dark_oak_fence_gate                                |     2.00 |       15.00 |
| Minecraft              | minecraft:dark_oak_stairs                                    |     2.00 |       15.00 |
| Minecraft              | minecraft:daylight_detector                                  |     0.20 |        1.00 |
| Minecraft              | minecraft:daylight_detector_inverted                         |     0.20 |        1.00 |
| Minecraft              | minecraft:deadbush                                           |     0.00 |        0.00 |
| Minecraft              | minecraft:detector_rail                                      |     0.70 |        3.50 |
| Minecraft              | minecraft:diamond_block                                      |     5.00 |       30.00 |
| Minecraft              | minecraft:diamond_ore                                        |     3.00 |       15.00 |
| Minecraft              | minecraft:dirt                                               |     0.50 |        2.50 |
| Minecraft              | minecraft:dispenser                                          |     3.50 |       17.50 |
| Minecraft              | minecraft:double_plant                                       |     0.00 |        0.00 |
| Minecraft              | minecraft:double_stone_slab                                  |     2.00 |       30.00 |
| Minecraft              | minecraft:double_stone_slab2                                 |     2.00 |       30.00 |
| Minecraft              | minecraft:double_wooden_slab                                 |     2.00 |       15.00 |
| Minecraft              | minecraft:dragon_egg                                         |     3.00 |       45.00 |
| Minecraft              | minecraft:dropper                                            |     3.50 |       17.50 |
| Minecraft              | minecraft:emerald_block                                      |     5.00 |       30.00 |
| Minecraft              | minecraft:emerald_ore                                        |     3.00 |       15.00 |
| Minecraft              | minecraft:enchanting_table                                   |     5.00 |     6000.00 |
| Minecraft              | minecraft:end_bricks                                         |     0.80 |        4.00 |
| Minecraft              | minecraft:end_gateway                                        |    -1.00 | 18000000.00 |
| Minecraft              | minecraft:end_portal                                         |    -1.00 | 18000000.00 |
| Minecraft              | minecraft:end_portal_frame                                   |    -1.00 | 18000000.00 |
| Minecraft              | minecraft:end_rod                                            |     0.00 |        0.00 |
| Minecraft              | minecraft:end_stone                                          |     3.00 |       45.00 |
| Minecraft              | minecraft:ender_chest                                        |    22.50 |     3000.00 |
| Minecraft              | minecraft:farmland                                           |     0.60 |        3.00 |
| Minecraft              | minecraft:fence                                              |     2.00 |       15.00 |
| Minecraft              | minecraft:fence_gate                                         |     2.00 |       15.00 |
| Minecraft              | minecraft:fire                                               |     0.00 |        0.00 |
| Minecraft              | minecraft:flower_pot                                         |     0.00 |        0.00 |
| Minecraft              | minecraft:flowing_lava                                       |   100.00 |      500.00 |
| Minecraft              | minecraft:flowing_water                                      |   100.00 |      500.00 |
| Minecraft              | minecraft:frosted_ice                                        |     0.50 |        2.50 |
| Minecraft              | minecraft:furnace                                            |     3.50 |       17.50 |
| Minecraft              | minecraft:glass                                              |     0.30 |        1.50 |
| Minecraft              | minecraft:glass_pane                                         |     0.30 |        1.50 |
| Minecraft              | minecraft:glowstone                                          |     0.30 |        1.50 |
| Minecraft              | minecraft:gold_block                                         |     3.00 |       30.00 |
| Minecraft              | minecraft:gold_ore                                           |     3.00 |       15.00 |
| Minecraft              | minecraft:golden_rail                                        |     0.70 |        3.50 |
| Minecraft              | minecraft:grass                                              |     0.60 |        3.00 |
| Minecraft              | minecraft:grass_path                                         |     0.65 |        3.25 |
| Minecraft              | minecraft:gravel                                             |     0.60 |        3.00 |
| Minecraft              | minecraft:gray_glazed_terracotta                             |     1.40 |        7.00 |
| Minecraft              | minecraft:gray_shulker_box                                   |     2.00 |       10.00 |
| Minecraft              | minecraft:green_glazed_terracotta                            |     1.40 |        7.00 |
| Minecraft              | minecraft:green_shulker_box                                  |     2.00 |       10.00 |
| Minecraft              | minecraft:hardened_clay                                      |     1.25 |       21.00 |
| Minecraft              | minecraft:hay_block                                          |     0.50 |        2.50 |
| Minecraft              | minecraft:heavy_weighted_pressure_plate                      |     0.50 |        2.50 |
| Minecraft              | minecraft:hopper                                             |     3.00 |       24.00 |
| Minecraft              | minecraft:ice                                                |     0.50 |        2.50 |
| Minecraft              | minecraft:iron_bars                                          |     5.00 |       30.00 |
| Minecraft              | minecraft:iron_block                                         |     5.00 |       30.00 |
| Minecraft              | minecraft:iron_door                                          |     5.00 |       25.00 |
| Minecraft              | minecraft:iron_ore                                           |     3.00 |       15.00 |
| Minecraft              | minecraft:iron_trapdoor                                      |     5.00 |       25.00 |
