+------------------------------------+-------------------------------------------------+----------+-------------------------------------+-----+
| OreDict Key                        | Registry name                                   | Meta/dmg | Display name                        | NBT |
| blockConcretePurple                | chisel:concrete_purple1                         |        6 | Purple Concrete                     |     |
| blockConcretePurple                | chisel:concrete_purple1                         |        7 | Purple Concrete                     |     |
| blockConcretePurple                | chisel:concrete_purple1                         |        8 | Purple Concrete                     |     |
| blockConcretePurple                | chisel:concrete_purple1                         |        9 | Purple Concrete                     |     |
| blockConcretePurple                | chisel:concrete_purple1                         |       10 | Purple Concrete                     |     |
| blockConcretePurple                | chisel:concrete_purple1                         |       11 | Purple Concrete                     |     |
| blockConcretePurple                | chisel:concrete_purple1                         |       12 | Purple Concrete                     |     |
| blockConcretePurple                | chisel:concrete_purple1                         |       13 | Purple Concrete                     |     |
| blockConcretePurple                | chisel:concrete_purple1                         |       14 | Purple Concrete                     |     |
| blockConcretePurple                | chisel:concrete_purple1                         |       15 | Purple Concrete                     |     |
| blockConcretePurple                | chisel:concrete_purple2                         |        0 | Purple Concrete                     |     |
| blockConcreteRed                   | chisel:concrete_red                             |        0 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red                             |        1 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red                             |        2 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red                             |        3 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red                             |        4 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red                             |        5 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red                             |        6 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red                             |        7 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red                             |        8 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red                             |        9 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red                             |       10 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red                             |       11 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red                             |       12 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red                             |       13 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red                             |       14 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red                             |       15 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red1                            |        0 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red1                            |        1 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red1                            |        2 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red1                            |        3 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red1                            |        4 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red1                            |        5 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red1                            |        6 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red1                            |        7 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red1                            |        8 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red1                            |        9 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red1                            |       10 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red1                            |       11 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red1                            |       12 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red1                            |       13 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red1                            |       14 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red1                            |       15 | Red Concrete                        |     |
| blockConcreteRed                   | chisel:concrete_red2                            |        0 | Red Concrete                        |     |
| blockConcreteWhite                 | chisel:concrete_white                           |        0 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white                           |        1 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white                           |        2 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white                           |        3 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white                           |        4 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white                           |        5 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white                           |        6 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white                           |        7 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white                           |        8 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white                           |        9 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white                           |       10 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white                           |       11 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white                           |       12 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white                           |       13 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white                           |       14 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white                           |       15 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white1                          |        0 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white1                          |        1 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white1                          |        2 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white1                          |        3 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white1                          |        4 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white1                          |        5 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white1                          |        6 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white1                          |        7 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white1                          |        8 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white1                          |        9 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white1                          |       10 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white1                          |       11 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white1                          |       12 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white1                          |       13 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white1                          |       14 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white1                          |       15 | White Concrete                      |     |
| blockConcreteWhite                 | chisel:concrete_white2                          |        0 | White Concrete                      |     |
| blockConcreteYellow                | chisel:concrete_yellow                          |        0 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow                          |        1 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow                          |        2 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow                          |        3 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow                          |        4 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow                          |        5 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow                          |        6 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow                          |        7 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow                          |        8 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow                          |        9 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow                          |       10 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow                          |       11 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow                          |       12 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow                          |       13 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow                          |       14 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow                          |       15 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow1                         |        0 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow1                         |        1 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow1                         |        2 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow1                         |        3 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow1                         |        4 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow1                         |        5 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow1                         |        6 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow1                         |        7 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow1                         |        8 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow1                         |        9 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow1                         |       10 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow1                         |       11 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow1                         |       12 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow1                         |       13 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow1                         |       14 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow1                         |       15 | Yellow Concrete                     |     |
| blockConcreteYellow                | chisel:concrete_yellow2                         |        0 | Yellow Concrete                     |     |
| blockConstantan                    | immersiveengineering:storage                    |        6 | Block of Constantan                 |     |
| blockConstantan                    | thermalfoundation:storage_alloy                 |        4 | Block of Constantan                 |     |
| blockCopper                        | chisel:blockcopper                              |        0 | Block of Copper                     |     |
| blockCopper                        | chisel:blockcopper                              |        1 | Block of Copper                     |     |
| blockCopper                        | chisel:blockcopper                              |        2 | Block of Copper                     |     |
| blockCopper                        | chisel:blockcopper                              |        3 | Block of Copper                     |     |
| blockCopper                        | chisel:blockcopper                              |        4 | Block of Copper                     |     |
| blockCopper                        | chisel:blockcopper                              |        5 | Block of Copper                     |     |
| blockCopper                        | chisel:blockcopper                              |        6 | Block of Copper                     |     |
| blockCopper                        | immersiveengineering:storage                    |        0 | Block of Copper                     |     |
| blockCopper                        | thermalfoundation:storage                       |        0 | Block of Copper                     |     |
| blockDemonicMetal                  | extrautils2:simpledecorative                    |        1 | Block of Demon Metal                |     |
| blockDiamond                       | chisel:diamond                                  |        0 | Block of Diamond                    |     |
| blockDiamond                       | chisel:diamond                                  |        1 | Block of Diamond                    |     |
| blockDiamond                       | chisel:diamond                                  |        2 | Block of Diamond                    |     |
| blockDiamond                       | chisel:diamond                                  |        3 | Block of Diamond                    |     |
| blockDiamond                       | chisel:diamond                                  |        4 | Block of Diamond                    |     |
| blockDiamond                       | chisel:diamond                                  |        5 | Block of Diamond                    |     |
| blockDiamond                       | chisel:diamond                                  |        6 | Block of Diamond                    |     |
| blockDiamond                       | chisel:diamond                                  |        7 | Block of Diamond                    |     |
| blockDiamond                       | chisel:diamond                                  |        8 | Block of Diamond                    |     |
| blockDiamond                       | chisel:diamond                                  |        9 | Block of Diamond                    |     |
| blockDiamond                       | chisel:diamond                                  |       10 | Block of Diamond                    |     |
| blockDiamond                       | chisel:diamond                                  |       11 | Block of Diamond                    |     |
| blockDiamond                       | minecraft:diamond_block                         |        0 | Block of Diamond                    |     |
| blockElectrum                      | chisel:blockelectrum                            |        0 | Block of Electrum                   |     |
| blockElectrum                      | chisel:blockelectrum                            |        1 | Block of Electrum                   |     |
| blockElectrum                      | chisel:blockelectrum                            |        2 | Block of Electrum                   |     |
| blockElectrum                      | chisel:blockelectrum                            |        3 | Block of Electrum                   |     |
| blockElectrum                      | chisel:blockelectrum                            |        4 | Block of Electrum                   |     |
| blockElectrum                      | chisel:blockelectrum                            |        5 | Block of Electrum                   |     |
| blockElectrum                      | chisel:blockelectrum                            |        6 | Block of Electrum                   |     |
| blockElectrum                      | immersiveengineering:storage                    |        7 | Block of Electrum                   |     |
| blockElectrum                      | thermalfoundation:storage_alloy                 |        1 | Block of Electrum                   |     |
| blockEmerald                       | chisel:emerald                                  |        0 | Block of Emerald                    |     |
| blockEmerald                       | chisel:emerald                                  |        1 | Block of Emerald                    |     |
| blockEmerald                       | chisel:emerald                                  |        2 | Block of Emerald                    |     |
| blockEmerald                       | chisel:emerald                                  |        3 | Block of Emerald                    |     |
| blockEmerald                       | chisel:emerald                                  |        4 | Block of Emerald                    |     |
| blockEmerald                       | chisel:emerald                                  |        5 | Block of Emerald                    |     |
| blockEmerald                       | chisel:emerald                                  |        6 | Block of Emerald                    |     |
| blockEmerald                       | chisel:emerald                                  |        7 | Block of Emerald                    |     |
| blockEmerald                       | chisel:emerald                                  |        8 | Block of Emerald                    |     |
| blockEmerald                       | chisel:emerald                                  |        9 | Block of Emerald                    |     |
| blockEmerald                       | chisel:emerald                                  |       10 | Block of Emerald                    |     |
| blockEmerald                       | chisel:emerald                                  |       11 | Block of Emerald                    |     |
| blockEmerald                       | chisel:emerald                                  |       12 | Block of Emerald                    |     |
| blockEmerald                       | chisel:emerald                                  |       13 | Block of Emerald                    |     |
| blockEmerald                       | minecraft:emerald_block                         |        0 | Block of Emerald                    |     |
| blockEnchantedMetal                | extrautils2:simpledecorative                    |        0 | Block of Enchanted Metal            |     |
| blockEnderium                      | thermalfoundation:storage_alloy                 |        7 | Block of Enderium                   |     |
| blockEvilMetal                     | extrautils2:simpledecorative                    |        2 | Block of Evil Infused Iron          |     |
| blockFuelCoke                      | chisel:block_coal_coke                          |        0 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke                          |        1 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke                          |        2 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke                          |        3 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke                          |        4 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke                          |        5 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke                          |        6 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke                          |        7 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke                          |        8 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke                          |        9 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke                          |       10 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke                          |       11 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke                          |       12 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke                          |       13 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke                          |       14 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke                          |       15 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke1                         |        0 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke1                         |        1 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke1                         |        2 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke1                         |        3 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke1                         |        4 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke1                         |        5 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke1                         |        6 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke1                         |        7 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke1                         |        8 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke1                         |        9 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke1                         |       10 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke1                         |       11 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke1                         |       12 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke1                         |       13 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke1                         |       14 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke1                         |       15 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke2                         |        0 | Block of Coal Coke                  |     |
| blockFuelCoke                      | chisel:block_coal_coke2                         |        1 | Block of Coal Coke                  |     |
| blockFuelCoke                      | immersiveengineering:stone_decoration           |        3 | Block of Coal Coke                  |     |
| blockFuelCoke                      | thermalfoundation:storage_resource              |        1 | Block of Coal Coke                  |     |
| blockGlass                         | chisel:glass                                    |        0 | Glass                               |     |
| blockGlass                         | chisel:glass                                    |        1 | Glass                               |     |
| blockGlass                         | chisel:glass                                    |        2 | Glass                               |     |
| blockGlass                         | chisel:glass                                    |        3 | Glass                               |     |
| blockGlass                         | chisel:glass                                    |        4 | Glass                               |     |
| blockGlass                         | chisel:glass                                    |        5 | Glass                               |     |
| blockGlass                         | chisel:glass                                    |        6 | Glass                               |     |
| blockGlass                         | chisel:glass                                    |        7 | Glass                               |     |
| blockGlass                         | chisel:glass                                    |        8 | Glass                               |     |
| blockGlass                         | chisel:glass                                    |        9 | Glass                               |     |
| blockGlass                         | chisel:glass                                    |       10 | Glass                               |     |
| blockGlass                         | chisel:glass                                    |       11 | Glass                               |     |
| blockGlass                         | chisel:glass                                    |       12 | Glass                               |     |
| blockGlass                         | chisel:glass                                    |       13 | Glass                               |     |
| blockGlass                         | chisel:glass                                    |       14 | Glass                               |     |
| blockGlass                         | chisel:glass                                    |       15 | Glass                               |     |
| blockGlass                         | chisel:glassdyedblack                           |        0 | Black Stained Glass                 |     |
| blockGlass                         | chisel:glassdyedblack                           |        1 | Black Stained Glass                 |     |
| blockGlass                         | chisel:glassdyedblack                           |        2 | Black Stained Glass                 |     |
| blockGlass                         | chisel:glassdyedblack                           |        3 | Black Stained Glass                 |     |
| blockGlass                         | chisel:glassdyedblack                           |        4 | Black Stained Glass                 |     |
| blockGlass                         | chisel:glassdyedblack                           |        5 | Black Stained Glass                 |     |
| blockGlass                         | chisel:glassdyedblue                            |        0 | Blue Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedblue                            |        1 | Blue Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedblue                            |        2 | Blue Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedblue                            |        3 | Blue Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedblue                            |        4 | Blue Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedblue                            |        5 | Blue Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedbrown                           |        0 | Brown Stained Glass                 |     |
| blockGlass                         | chisel:glassdyedbrown                           |        1 | Brown Stained Glass                 |     |
| blockGlass                         | chisel:glassdyedbrown                           |        2 | Brown Stained Glass                 |     |
| blockGlass                         | chisel:glassdyedbrown                           |        3 | Brown Stained Glass                 |     |
| blockGlass                         | chisel:glassdyedbrown                           |        4 | Brown Stained Glass                 |     |
| blockGlass                         | chisel:glassdyedbrown                           |        5 | Brown Stained Glass                 |     |
| blockGlass                         | chisel:glassdyedcyan                            |        0 | Cyan Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedcyan                            |        1 | Cyan Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedcyan                            |        2 | Cyan Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedcyan                            |        3 | Cyan Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedcyan                            |        4 | Cyan Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedcyan                            |        5 | Cyan Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedgray                            |        0 | Gray Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedgray                            |        1 | Gray Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedgray                            |        2 | Gray Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedgray                            |        3 | Gray Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedgray                            |        4 | Gray Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedgray                            |        5 | Gray Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedgreen                           |        0 | Green Stained Glass                 |     |
| blockGlass                         | chisel:glassdyedgreen                           |        1 | Green Stained Glass                 |     |
| blockGlass                         | chisel:glassdyedgreen                           |        2 | Green Stained Glass                 |     |
| blockGlass                         | chisel:glassdyedgreen                           |        3 | Green Stained Glass                 |     |
| blockGlass                         | chisel:glassdyedgreen                           |        4 | Green Stained Glass                 |     |
| blockGlass                         | chisel:glassdyedgreen                           |        5 | Green Stained Glass                 |     |
| blockGlass                         | chisel:glassdyedlightblue                       |        0 | Light Blue Stained Glass            |     |
| blockGlass                         | chisel:glassdyedlightblue                       |        1 | Light Blue Stained Glass            |     |
| blockGlass                         | chisel:glassdyedlightblue                       |        2 | Light Blue Stained Glass            |     |
| blockGlass                         | chisel:glassdyedlightblue                       |        3 | Light Blue Stained Glass            |     |
| blockGlass                         | chisel:glassdyedlightblue                       |        4 | Light Blue Stained Glass            |     |
| blockGlass                         | chisel:glassdyedlightblue                       |        5 | Light Blue Stained Glass            |     |
| blockGlass                         | chisel:glassdyedlightgray                       |        0 | Light Gray Stained Glass            |     |
| blockGlass                         | chisel:glassdyedlightgray                       |        1 | Light Gray Stained Glass            |     |
| blockGlass                         | chisel:glassdyedlightgray                       |        2 | Light Gray Stained Glass            |     |
| blockGlass                         | chisel:glassdyedlightgray                       |        3 | Light Gray Stained Glass            |     |
| blockGlass                         | chisel:glassdyedlightgray                       |        4 | Light Gray Stained Glass            |     |
| blockGlass                         | chisel:glassdyedlightgray                       |        5 | Light Gray Stained Glass            |     |
| blockGlass                         | chisel:glassdyedlime                            |        0 | Lime Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedlime                            |        1 | Lime Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedlime                            |        2 | Lime Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedlime                            |        3 | Lime Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedlime                            |        4 | Lime Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedlime                            |        5 | Lime Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedmagenta                         |        0 | Magenta Stained Glass               |     |
| blockGlass                         | chisel:glassdyedmagenta                         |        1 | Magenta Stained Glass               |     |
| blockGlass                         | chisel:glassdyedmagenta                         |        2 | Magenta Stained Glass               |     |
| blockGlass                         | chisel:glassdyedmagenta                         |        3 | Magenta Stained Glass               |     |
| blockGlass                         | chisel:glassdyedmagenta                         |        4 | Magenta Stained Glass               |     |
| blockGlass                         | chisel:glassdyedmagenta                         |        5 | Magenta Stained Glass               |     |
| blockGlass                         | chisel:glassdyedorange                          |        0 | Orange Stained Glass                |     |
| blockGlass                         | chisel:glassdyedorange                          |        1 | Orange Stained Glass                |     |
| blockGlass                         | chisel:glassdyedorange                          |        2 | Orange Stained Glass                |     |
| blockGlass                         | chisel:glassdyedorange                          |        3 | Orange Stained Glass                |     |
| blockGlass                         | chisel:glassdyedorange                          |        4 | Orange Stained Glass                |     |
| blockGlass                         | chisel:glassdyedorange                          |        5 | Orange Stained Glass                |     |
| blockGlass                         | chisel:glassdyedpink                            |        0 | Pink Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedpink                            |        1 | Pink Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedpink                            |        2 | Pink Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedpink                            |        3 | Pink Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedpink                            |        4 | Pink Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedpink                            |        5 | Pink Stained Glass                  |     |
| blockGlass                         | chisel:glassdyedpurple                          |        0 | Purple Stained Glass                |     |
| blockGlass                         | chisel:glassdyedpurple                          |        1 | Purple Stained Glass                |     |
| blockGlass                         | chisel:glassdyedpurple                          |        2 | Purple Stained Glass                |     |
| blockGlass                         | chisel:glassdyedpurple                          |        3 | Purple Stained Glass                |     |
| blockGlass                         | chisel:glassdyedpurple                          |        4 | Purple Stained Glass                |     |
| blockGlass                         | chisel:glassdyedpurple                          |        5 | Purple Stained Glass                |     |
| blockGlass                         | chisel:glassdyedred                             |        0 | Red Stained Glass                   |     |
| blockGlass                         | chisel:glassdyedred                             |        1 | Red Stained Glass                   |     |
| blockGlass                         | chisel:glassdyedred                             |        2 | Red Stained Glass                   |     |
| blockGlass                         | chisel:glassdyedred                             |        3 | Red Stained Glass                   |     |
| blockGlass                         | chisel:glassdyedred                             |        4 | Red Stained Glass                   |     |
| blockGlass                         | chisel:glassdyedred                             |        5 | Red Stained Glass                   |     |
| blockGlass                         | chisel:glassdyedwhite                           |        0 | White Stained Glass                 |     |
| blockGlass                         | chisel:glassdyedwhite                           |        1 | White Stained Glass                 |     |
| blockGlass                         | chisel:glassdyedwhite                           |        2 | White Stained Glass                 |     |
| blockGlass                         | chisel:glassdyedwhite                           |        3 | White Stained Glass                 |     |
| blockGlass                         | chisel:glassdyedwhite                           |        4 | White Stained Glass                 |     |
| blockGlass                         | chisel:glassdyedwhite                           |        5 | White Stained Glass                 |     |
| blockGlass                         | chisel:glassdyedyellow                          |        0 | Yellow Stained Glass                |     |
| blockGlass                         | chisel:glassdyedyellow                          |        1 | Yellow Stained Glass                |     |
| blockGlass                         | chisel:glassdyedyellow                          |        2 | Yellow Stained Glass                |     |
| blockGlass                         | chisel:glassdyedyellow                          |        3 | Yellow Stained Glass                |     |
| blockGlass                         | chisel:glassdyedyellow                          |        4 | Yellow Stained Glass                |     |
| blockGlass                         | chisel:glassdyedyellow                          |        5 | Yellow Stained Glass                |     |
| blockGlass                         | minecraft:glass                                 |        0 | Glass                               |     |
| blockGlass                         | minecraft:stained_glass                         |    32767 | (WILDCARD)                          |     |
| blockGlassBlack                    | chisel:glassdyedblack                           |        0 | Black Stained Glass                 |     |
