+-----------------------------------------------------+-----+
| Registry name                                       |  ID |
| minecraft:record.strad                              | 540 |
| minecraft:record.wait                               | 541 |
| minecraft:record.ward                               | 542 |
| minecraft:ui.button.click                           | 543 |
| minecraft:ui.toast.challenge_complete               | 546 |
| minecraft:ui.toast.in                               | 544 |
| minecraft:ui.toast.out                              | 545 |
| minecraft:weather.rain                              | 547 |
| minecraft:weather.rain.above                        | 548 |
| thaumcraft:brain                                    | 577 |
| thaumcraft:bubble                                   | 560 |
| thaumcraft:chant                                    | 616 |
| thaumcraft:clack                                    | 569 |
| thaumcraft:coins                                    | 617 |
| thaumcraft:crabclaw                                 | 613 |
| thaumcraft:crabdeath                                | 614 |
| thaumcraft:crabtalk                                 | 615 |
| thaumcraft:craftfail                                | 595 |
| thaumcraft:craftstart                               | 597 |
| thaumcraft:creak                                    | 561 |
| thaumcraft:crystal                                  | 578 |
| thaumcraft:dust                                     | 621 |
| thaumcraft:egattack                                 | 610 |
| thaumcraft:egdeath                                  | 611 |
| thaumcraft:egidle                                   | 609 |
| thaumcraft:egscreech                                | 612 |
| thaumcraft:erase                                    | 576 |
| thaumcraft:evilportal                               | 619 |
| thaumcraft:fly                                      | 566 |
| thaumcraft:gore                                     | 602 |
| thaumcraft:grind                                    | 620 |
| thaumcraft:heartbeat                                | 558 |
| thaumcraft:hhoff                                    | 586 |
| thaumcraft:hhon                                     | 587 |
| thaumcraft:ice                                      | 584 |
| thaumcraft:infuser                                  | 607 |
| thaumcraft:infuserstart                             | 608 |
| thaumcraft:jacobs                                   | 585 |
| thaumcraft:jar                                      | 563 |
| thaumcraft:key                                      | 567 |
| thaumcraft:learn                                    | 574 |
| thaumcraft:monolith                                 | 606 |
| thaumcraft:page                                     | 572 |
| thaumcraft:pageturn                                 | 573 |
| thaumcraft:pech_charge                              | 593 |
| thaumcraft:pech_death                               | 592 |
| thaumcraft:pech_dice                                | 590 |
| thaumcraft:pech_hit                                 | 591 |
| thaumcraft:pech_idle                                | 588 |
| thaumcraft:pech_trade                               | 589 |
| thaumcraft:poof                                     | 571 |
| thaumcraft:pump                                     | 570 |
| thaumcraft:rumble                                   | 583 |
| thaumcraft:runicshieldcharge                        | 599 |
| thaumcraft:runicshieldeffect                        | 598 |
| thaumcraft:scan                                     | 596 |
| thaumcraft:shock                                    | 594 |
| thaumcraft:spill                                    | 559 |
| thaumcraft:squeek                                   | 562 |
| thaumcraft:swarm                                    | 564 |
| thaumcraft:swarmattack                              | 565 |
| thaumcraft:tentacle                                 | 603 |
| thaumcraft:ticks                                    | 568 |
| thaumcraft:tool                                     | 601 |
| thaumcraft:upgrade                                  | 604 |
| thaumcraft:urnbreak                                 | 618 |
| thaumcraft:wand                                     | 581 |
| thaumcraft:wandfail                                 | 582 |
| thaumcraft:whispers                                 | 605 |
| thaumcraft:wind                                     | 600 |
| thaumcraft:wispdead                                 | 579 |
| thaumcraft:wisplive                                 | 580 |
| thaumcraft:write                                    | 575 |
| thaumcraft:zap                                      | 557 |
| thermalfoundation:mob_basalz_ambient                | 683 |
| thermalfoundation:mob_basalz_attack                 | 684 |
| thermalfoundation:mob_blitz_ambient                 | 681 |
| thermalfoundation:mob_blitz_attack                  | 682 |
| thermalfoundation:mob_blizz_ambient                 | 679 |
| thermalfoundation:mob_blizz_attack                  | 680 |
| thermalfoundation:player_magnet_use                 | 685 |
| totemic:bald_eagle.ambient                          | 676 |
| totemic:bald_eagle.death                            | 678 |
| totemic:bald_eagle.hurt                             | 677 |
| totemic:drum                                        | 673 |
| totemic:eagle_bone_whistle                          | 675 |
| totemic:flute                                       | 671 |
| totemic:rattle                                      | 672 |
| totemic:wind_chime                                  | 674 |
+-----------------------------------------------------+-----+
| Registry name                                       |  ID |
+-----------------------------------------------------+-----+
